user1_id,user2_id,match_percentage
USER_013,USER_056,82
USER_013,USER_057,23
USER_013,USER_058,98
USER_013,USER_059,97
USER_013,USER_060,88
USER_013,USER_061,98
USER_013,USER_062,45
USER_013,USER_063,93
USER_013,USER_064,93
USER_013,USER_065,93
USER_013,USER_066,8
USER_013,USER_067,84
USER_013,USER_068,86
USER_013,USER_069,0
USER_013,USER_070,1
USER_013,USER_071,16
USER_013,USER_072,3
USER_013,USER_073,1
USER_013,USER_074,3
USER_013,USER_075,35
USER_013,USER_076,98
USER_013,USER_077,8
USER_013,USER_078,99
USER_013,USER_079,80
USER_013,USER_080,1
USER_013,USER_081,6
USER_013,USER_082,75
USER_013,USER_083,74
USER_013,USER_084,66
USER_013,USER_085,1
USER_013,USER_086,0
USER_013,USER_087,78
USER_013,USER_088,31
USER_013,USER_089,86
USER_013,USER_090,99
USER_013,USER_091,21
USER_013,USER_092,7
USER_013,USER_093,13
USER_013,USER_094,9
USER_013,USER_095,30
USER_013,USER_096,98
USER_013,USER_097,4
USER_013,USER_098,82
USER_013,USER_099,98
USER_013,USER_100,95
USER_014,USER_015,43
USER_014,USER_016,0
USER_014,USER_017,89
USER_014,USER_018,0
USER_014,USER_019,0
USER_014,USER_020,0
USER_014,USER_021,0
USER_014,USER_022,9
USER_014,USER_023,0
USER_014,USER_024,26
USER_014,USER_025,49
USER_014,USER_026,0
USER_014,USER_027,0
USER_014,USER_028,29
USER_014,USER_029,0
USER_014,USER_030,0
USER_014,USER_031,7
USER_014,USER_032,1
USER_014,USER_033,0
USER_014,USER_034,0
USER_014,USER_035,87
USER_014,USER_036,4
USER_014,USER_037,92
USER_014,USER_038,42
USER_014,USER_039,0
USER_014,USER_040,0
USER_014,USER_041,99
USER_014,USER_042,49
USER_014,USER_043,2
USER_014,USER_044,1
USER_014,USER_045,96
USER_014,USER_046,76
USER_014,USER_047,19
USER_014,USER_048,15
USER_014,USER_049,97
USER_014,USER_050,99
USER_014,USER_051,1
USER_014,USER_052,96
USER_014,USER_053,36
USER_014,USER_054,0
USER_014,USER_055,54
USER_014,USER_056,73
USER_014,USER_057,65
USER_014,USER_058,95
USER_014,USER_059,55
USER_014,USER_060,98
USER_014,USER_061,97
USER_014,USER_062,1
USER_014,USER_063,19
USER_014,USER_064,43
USER_014,USER_065,26
USER_014,USER_066,0
USER_014,USER_067,1
USER_014,USER_068,73
USER_014,USER_069,1
USER_014,USER_070,12
USER_014,USER_071,0
USER_014,USER_072,0
USER_014,USER_073,1
USER_014,USER_074,3
USER_014,USER_075,3
USER_014,USER_076,57
USER_014,USER_077,2
USER_014,USER_078,37
USER_014,USER_079,84
USER_014,USER_080,4
USER_014,USER_081,10
USER_014,USER_082,40
USER_014,USER_083,89
USER_014,USER_084,75
USER_014,USER_085,4
USER_014,USER_086,0
USER_014,USER_087,71
USER_014,USER_088,1
USER_014,USER_089,66
USER_014,USER_090,21
USER_014,USER_091,0
USER_014,USER_092,25
USER_014,USER_093,86
USER_014,USER_094,0
USER_014,USER_095,96
USER_014,USER_096,90
USER_014,USER_097,26
USER_014,USER_098,93
USER_014,USER_099,35
USER_014,USER_100,98
USER_015,USER_016,10
USER_015,USER_017,73
USER_015,USER_018,18
USER_015,USER_019,73
USER_015,USER_020,6
USER_015,USER_021,7
USER_015,USER_022,0
USER_015,USER_023,3
USER_015,USER_024,18
USER_015,USER_025,1
USER_015,USER_026,2
USER_015,USER_027,88
USER_015,USER_028,1
USER_015,USER_029,9
USER_015,USER_030,1
USER_015,USER_031,86
USER_015,USER_032,74
USER_015,USER_033,52
USER_015,USER_034,39
USER_015,USER_035,8
USER_015,USER_036,62
USER_015,USER_037,10
USER_015,USER_038,1
USER_015,USER_039,9
USER_015,USER_040,6
USER_015,USER_041,22
USER_015,USER_042,99
USER_015,USER_043,79
USER_015,USER_044,39
USER_015,USER_045,22
USER_015,USER_046,21
USER_015,USER_047,0
USER_015,USER_048,0
USER_015,USER_049,2
USER_015,USER_050,18
USER_015,USER_051,72
USER_015,USER_052,28
USER_015,USER_053,1
USER_015,USER_054,8
USER_015,USER_055,16
USER_015,USER_056,0
USER_015,USER_057,99
USER_015,USER_058,3
USER_015,USER_059,0
USER_015,USER_060,22
USER_015,USER_061,2
USER_015,USER_062,72
USER_015,USER_063,0
USER_015,USER_064,0
USER_015,USER_065,0
USER_015,USER_066,67
USER_015,USER_067,0
USER_015,USER_068,1
USER_015,USER_069,60
USER_015,USER_070,96
USER_015,USER_071,28
USER_015,USER_072,4
USER_015,USER_073,7
USER_015,USER_074,91
USER_015,USER_075,0
USER_015,USER_076,0
USER_015,USER_077,48
USER_015,USER_078,0
USER_015,USER_079,4
USER_015,USER_080,89
USER_015,USER_081,81
USER_015,USER_082,0
USER_015,USER_083,6
USER_015,USER_084,2
USER_015,USER_085,97
USER_015,USER_086,42
USER_015,USER_087,2
USER_015,USER_088,32
USER_015,USER_089,3
USER_015,USER_090,0
USER_015,USER_091,3
USER_015,USER_092,89
USER_015,USER_093,11
USER_015,USER_094,19
USER_015,USER_095,77
USER_015,USER_096,2
USER_015,USER_097,49
USER_015,USER_098,54
USER_015,USER_099,0
USER_015,USER_100,13
USER_016,USER_017,0
USER_016,USER_018,47
USER_016,USER_019,80
USER_016,USER_020,97
USER_016,USER_021,84
USER_016,USER_022,69
USER_016,USER_023,87
USER_016,USER_024,0
USER_016,USER_025,14
USER_016,USER_026,97
USER_016,USER_027,91
USER_016,USER_028,10
USER_016,USER_029,78
USER_016,USER_030,99
USER_016,USER_031,72
USER_016,USER_032,61
USER_016,USER_033,43
USER_016,USER_034,86
USER_016,USER_035,0
USER_016,USER_036,26
USER_016,USER_037,2
USER_016,USER_038,3
USER_016,USER_039,96
USER_016,USER_040,98
USER_016,USER_041,0
USER_016,USER_042,6
USER_016,USER_043,97
USER_016,USER_044,21
USER_016,USER_045,4
USER_016,USER_046,0
USER_016,USER_047,3
USER_016,USER_048,50
USER_016,USER_049,0
USER_016,USER_050,2
USER_016,USER_051,52
USER_016,USER_052,1
USER_016,USER_053,2
USER_016,USER_054,97
USER_016,USER_055,0
USER_016,USER_056,24
USER_016,USER_057,3
USER_016,USER_058,0
USER_016,USER_059,15
USER_016,USER_060,1
USER_016,USER_061,6
USER_016,USER_062,60
USER_016,USER_063,4
USER_016,USER_064,19
USER_016,USER_065,18
USER_016,USER_066,79
USER_016,USER_067,21
USER_016,USER_068,3
USER_016,USER_069,4
USER_016,USER_070,4
USER_016,USER_071,87
USER_016,USER_072,84
USER_016,USER_073,76
USER_016,USER_074,57
USER_016,USER_075,34
USER_016,USER_076,57
USER_016,USER_077,95
USER_016,USER_078,64
USER_016,USER_079,3
USER_016,USER_080,27
USER_016,USER_081,44
USER_016,USER_082,12
USER_016,USER_083,0
USER_016,USER_084,0
USER_016,USER_085,57
USER_016,USER_086,14
USER_016,USER_087,4
USER_016,USER_088,83
USER_016,USER_089,1
USER_016,USER_090,70
USER_016,USER_091,91
USER_016,USER_092,29
USER_016,USER_093,0
USER_016,USER_094,91
USER_016,USER_095,0
USER_016,USER_096,30
USER_016,USER_097,94
USER_016,USER_098,1
USER_016,USER_099,24
USER_016,USER_100,1
USER_017,USER_018,1
USER_017,USER_019,0
USER_017,USER_020,0
USER_017,USER_021,0
USER_017,USER_022,19
USER_017,USER_023,0
USER_017,USER_024,99
USER_017,USER_025,26
USER_017,USER_026,1
USER_017,USER_027,2
USER_017,USER_028,20
USER_017,USER_029,0
USER_017,USER_030,0
USER_017,USER_031,1
USER_017,USER_032,1
USER_017,USER_033,0
USER_017,USER_034,0
USER_017,USER_035,96
USER_017,USER_036,5
USER_017,USER_037,75
USER_017,USER_038,3
USER_017,USER_039,1
USER_017,USER_040,1
USER_017,USER_041,82
USER_017,USER_042,28
USER_017,USER_043,1
USER_017,USER_044,1
USER_017,USER_045,92
USER_017,USER_046,99
USER_017,USER_047,1
USER_017,USER_048,21
USER_017,USER_049,55
USER_017,USER_050,72
USER_017,USER_051,0
USER_017,USER_052,95
USER_017,USER_053,56
USER_017,USER_054,0
USER_017,USER_055,98
USER_017,USER_056,8
USER_017,USER_057,68
USER_017,USER_058,94
USER_017,USER_059,48
USER_017,USER_060,93
USER_017,USER_061,65
USER_017,USER_062,1
USER_017,USER_063,55
USER_017,USER_064,1
USER_017,USER_065,12
USER_017,USER_066,3
USER_017,USER_067,23
USER_017,USER_068,7
USER_017,USER_069,2
USER_017,USER_070,26
USER_017,USER_071,1
USER_017,USER_072,4
USER_017,USER_073,0
USER_017,USER_074,19
USER_017,USER_075,3
USER_017,USER_076,45
USER_017,USER_077,0
USER_017,USER_078,3
USER_017,USER_079,66
USER_017,USER_080,1
USER_017,USER_081,1
USER_017,USER_082,2
USER_017,USER_083,99
USER_017,USER_084,42
USER_017,USER_085,2
USER_017,USER_086,1
USER_017,USER_087,97
USER_017,USER_088,1
USER_017,USER_089,95
USER_017,USER_090,1
USER_017,USER_091,1
USER_017,USER_092,6
USER_017,USER_093,96
USER_017,USER_094,0
USER_017,USER_095,99
USER_017,USER_096,57
USER_017,USER_097,0
USER_017,USER_098,99
USER_017,USER_099,30
USER_017,USER_100,42
USER_018,USER_019,98
USER_018,USER_020,57
USER_018,USER_021,61
USER_018,USER_022,2
USER_018,USER_023,33
USER_018,USER_024,0
USER_018,USER_025,14
USER_018,USER_026,97
USER_018,USER_027,96
USER_018,USER_028,6
USER_018,USER_029,99
USER_018,USER_030,29
USER_018,USER_031,25
USER_018,USER_032,97
USER_018,USER_033,15
USER_018,USER_034,98
USER_018,USER_035,0
USER_018,USER_036,18
USER_018,USER_037,0
USER_018,USER_038,15
USER_018,USER_039,68
USER_018,USER_040,79
USER_018,USER_041,9
USER_018,USER_042,98
USER_018,USER_043,9
USER_018,USER_044,12
USER_018,USER_045,9
USER_018,USER_046,1
USER_018,USER_047,3
USER_018,USER_048,5
USER_018,USER_049,0
USER_018,USER_050,2
USER_018,USER_051,96
USER_018,USER_052,0
USER_018,USER_053,3
USER_018,USER_054,12
USER_018,USER_055,0
USER_018,USER_056,1
USER_018,USER_057,71
USER_018,USER_058,15
USER_018,USER_059,3
USER_018,USER_060,1
USER_018,USER_061,2
USER_018,USER_062,99
USER_018,USER_063,2
USER_018,USER_064,0
USER_018,USER_065,2
USER_018,USER_066,98
USER_018,USER_067,1
USER_018,USER_068,4
USER_018,USER_069,1
USER_018,USER_070,70
USER_018,USER_071,99
USER_018,USER_072,97
USER_018,USER_073,89
USER_018,USER_074,99
USER_018,USER_075,4
USER_018,USER_076,6
USER_018,USER_077,33
USER_018,USER_078,1
USER_018,USER_079,1
USER_018,USER_080,73
USER_018,USER_081,94
USER_018,USER_082,1
USER_018,USER_083,5
USER_018,USER_084,0
USER_018,USER_085,18
USER_018,USER_086,4
USER_018,USER_087,5
USER_018,USER_088,99
USER_018,USER_089,7
USER_018,USER_090,1
USER_018,USER_091,88
USER_018,USER_092,95
USER_018,USER_093,0
USER_018,USER_094,91
USER_018,USER_095,2
USER_018,USER_096,2
USER_018,USER_097,87
USER_018,USER_098,0
USER_018,USER_099,6
USER_018,USER_100,0
USER_019,USER_020,97
USER_019,USER_021,51
USER_019,USER_022,11
USER_019,USER_023,91
USER_019,USER_024,0
USER_019,USER_025,6
USER_019,USER_026,92
USER_019,USER_027,95
USER_019,USER_028,7
USER_019,USER_029,96
USER_019,USER_030,20
USER_019,USER_031,49
USER_019,USER_032,99
USER_019,USER_033,86
USER_019,USER_034,97
USER_019,USER_035,4
USER_019,USER_036,2
USER_019,USER_037,0
USER_019,USER_038,4
USER_019,USER_039,46
USER_019,USER_040,85
USER_019,USER_041,2
USER_019,USER_042,86
USER_019,USER_043,4
USER_019,USER_044,46
USER_019,USER_045,39
USER_019,USER_046,1
USER_019,USER_047,16
USER_019,USER_048,3
USER_019,USER_049,0
USER_019,USER_050,5
USER_019,USER_051,99
USER_019,USER_052,0
USER_019,USER_053,27
USER_019,USER_054,67
USER_019,USER_055,0
USER_019,USER_056,4
USER_019,USER_057,16
USER_019,USER_058,0
USER_019,USER_059,25
USER_019,USER_060,0
USER_019,USER_061,0
USER_019,USER_062,95
USER_019,USER_063,1
USER_019,USER_064,7
USER_019,USER_065,16
USER_019,USER_066,95
USER_019,USER_067,1
USER_019,USER_068,10
USER_019,USER_069,14
USER_019,USER_070,2
USER_019,USER_071,95
USER_019,USER_072,91
USER_019,USER_073,99
USER_019,USER_074,86
USER_019,USER_075,38
USER_019,USER_076,1
USER_019,USER_077,71
USER_019,USER_078,10
USER_019,USER_079,4
USER_019,USER_080,92
USER_019,USER_081,82
USER_019,USER_082,19
USER_019,USER_083,1
USER_019,USER_084,1
USER_019,USER_085,23
USER_019,USER_086,58
USER_019,USER_087,4
USER_019,USER_088,94
USER_019,USER_089,2
USER_019,USER_090,33
USER_019,USER_091,88
USER_019,USER_092,60
USER_019,USER_093,0
USER_019,USER_094,98
USER_019,USER_095,0
USER_019,USER_096,5
USER_019,USER_097,81
USER_019,USER_098,0
USER_019,USER_099,1
USER_019,USER_100,0
USER_020,USER_021,93
USER_020,USER_022,15
USER_020,USER_023,99
USER_020,USER_024,1
USER_020,USER_025,4
USER_020,USER_026,96
USER_020,USER_027,96
USER_020,USER_028,17
USER_020,USER_029,65
USER_020,USER_030,95
USER_020,USER_031,87
USER_020,USER_032,92
USER_020,USER_033,98
USER_020,USER_034,86
USER_020,USER_035,6
USER_020,USER_036,27
USER_020,USER_037,2
USER_020,USER_038,3
USER_020,USER_039,81
USER_020,USER_040,97
USER_020,USER_041,0
USER_020,USER_042,3
USER_020,USER_043,81
USER_020,USER_044,92
USER_020,USER_045,3
USER_020,USER_046,0
USER_020,USER_047,7
USER_020,USER_048,41
USER_020,USER_049,1
USER_020,USER_050,1
USER_020,USER_051,90
USER_020,USER_052,0
USER_020,USER_053,64
USER_020,USER_054,98
USER_020,USER_055,0
USER_020,USER_056,2
USER_020,USER_057,1
USER_020,USER_058,0
USER_020,USER_059,14
USER_020,USER_060,0
USER_020,USER_061,1
USER_020,USER_062,62
USER_020,USER_063,5
USER_020,USER_064,4
USER_020,USER_065,29
USER_020,USER_066,89
USER_020,USER_067,7
USER_020,USER_068,11
USER_020,USER_069,92
USER_020,USER_070,1
USER_020,USER_071,85
USER_020,USER_072,89
USER_020,USER_073,95
USER_020,USER_074,38
USER_020,USER_075,89
USER_020,USER_076,7
USER_020,USER_077,97
USER_020,USER_078,30
USER_020,USER_079,6
USER_020,USER_080,71
USER_020,USER_081,26
USER_020,USER_082,50
USER_020,USER_083,0
USER_020,USER_084,2
USER_020,USER_085,67
USER_020,USER_086,89
USER_020,USER_087,3
USER_020,USER_088,91
USER_020,USER_089,1
USER_020,USER_090,20
USER_020,USER_091,61
USER_020,USER_092,35
USER_020,USER_093,0
USER_020,USER_094,94
USER_020,USER_095,0
USER_020,USER_096,8
USER_020,USER_097,85
USER_020,USER_098,0
USER_020,USER_099,5
USER_020,USER_100,0
USER_021,USER_022,21
USER_021,USER_023,98
USER_021,USER_024,0
USER_021,USER_025,2
USER_021,USER_026,89
USER_021,USER_027,96
USER_021,USER_028,13
USER_021,USER_029,69
USER_021,USER_030,96
USER_021,USER_031,14
USER_021,USER_032,70
USER_021,USER_033,67
USER_021,USER_034,96
USER_021,USER_035,0
USER_021,USER_036,64
USER_021,USER_037,0
USER_021,USER_038,7
USER_021,USER_039,95
USER_021,USER_040,90
USER_021,USER_041,1
USER_021,USER_042,15
USER_021,USER_043,48
USER_021,USER_044,67
USER_021,USER_045,1
USER_021,USER_046,0
USER_021,USER_047,8
USER_021,USER_048,14
USER_021,USER_049,2
USER_021,USER_050,0
USER_021,USER_051,27
USER_021,USER_052,0
USER_021,USER_053,1
USER_021,USER_054,100
USER_021,USER_055,0
USER_021,USER_056,12
USER_021,USER_057,1
USER_021,USER_058,0
USER_021,USER_059,1
USER_021,USER_060,0
USER_021,USER_061,0
USER_021,USER_062,83
USER_021,USER_063,9
USER_021,USER_064,2
USER_021,USER_065,10
USER_021,USER_066,96
USER_021,USER_067,20
USER_021,USER_068,4
USER_021,USER_069,12
USER_021,USER_070,0
USER_021,USER_071,88
USER_021,USER_072,93
USER_021,USER_073,73
USER_021,USER_074,24
USER_021,USER_075,62
USER_021,USER_076,4
USER_021,USER_077,96
USER_021,USER_078,1
USER_021,USER_079,0
USER_021,USER_080,21
USER_021,USER_081,78
USER_021,USER_082,23
USER_021,USER_083,0
USER_021,USER_084,1
USER_021,USER_085,85
USER_021,USER_086,81
USER_021,USER_087,4
USER_021,USER_088,74
USER_021,USER_089,0
USER_021,USER_090,1
USER_021,USER_091,67
USER_021,USER_092,63
USER_021,USER_093,1
USER_021,USER_094,98
USER_021,USER_095,0
USER_021,USER_096,3
USER_021,USER_097,77
USER_021,USER_098,0
USER_021,USER_099,6
USER_021,USER_100,0
USER_022,USER_023,31
USER_022,USER_024,10
USER_022,USER_025,98
USER_022,USER_026,18
USER_022,USER_027,11
USER_022,USER_028,100
USER_022,USER_029,25
USER_022,USER_030,27
USER_022,USER_031,0
USER_022,USER_032,2
USER_022,USER_033,9
USER_022,USER_034,54
USER_022,USER_035,45
USER_022,USER_036,1
USER_022,USER_037,92
USER_022,USER_038,98
USER_022,USER_039,6
USER_022,USER_040,83
USER_022,USER_041,85
USER_022,USER_042,0
USER_022,USER_043,0
USER_022,USER_044,1
USER_022,USER_045,91
USER_022,USER_046,5
USER_022,USER_047,98
USER_022,USER_048,97
USER_022,USER_049,45
USER_022,USER_050,62
USER_022,USER_051,5
USER_022,USER_052,82
USER_022,USER_053,93
USER_022,USER_054,15
USER_022,USER_055,16
USER_022,USER_056,89
USER_022,USER_057,0
USER_022,USER_058,52
USER_022,USER_059,81
USER_022,USER_060,28
USER_022,USER_061,74
USER_022,USER_062,9
USER_022,USER_063,92
USER_022,USER_064,72
USER_022,USER_065,98
USER_022,USER_066,22
USER_022,USER_067,97
USER_022,USER_068,95
USER_022,USER_069,0
USER_022,USER_070,0
USER_022,USER_071,29
USER_022,USER_072,33
USER_022,USER_073,14
USER_022,USER_074,4
USER_022,USER_075,99
USER_022,USER_076,98
USER_022,USER_077,24
USER_022,USER_078,95
USER_022,USER_079,97
USER_022,USER_080,2
USER_022,USER_081,7
USER_022,USER_082,98
USER_022,USER_083,86
USER_022,USER_084,79
USER_022,USER_085,1
USER_022,USER_086,0
USER_022,USER_087,90
USER_022,USER_088,5
USER_022,USER_089,89
USER_022,USER_090,95
USER_022,USER_091,7
USER_022,USER_092,1
USER_022,USER_093,66
USER_022,USER_094,72
USER_022,USER_095,34
USER_022,USER_096,96
USER_022,USER_097,3
USER_022,USER_098,73
USER_022,USER_099,94
USER_022,USER_100,21
USER_023,USER_024,0
USER_023,USER_025,3
USER_023,USER_026,83
USER_023,USER_027,96
USER_023,USER_028,65
USER_023,USER_029,48
USER_023,USER_030,86
USER_023,USER_031,64
USER_023,USER_032,82
USER_023,USER_033,99
USER_023,USER_034,85
USER_023,USER_035,1
USER_023,USER_036,82
USER_023,USER_037,10
USER_023,USER_038,26
USER_023,USER_039,97
USER_023,USER_040,92
USER_023,USER_041,1
USER_023,USER_042,7
USER_023,USER_043,84
USER_023,USER_044,99
USER_023,USER_045,1
USER_023,USER_046,0
USER_023,USER_047,11
USER_023,USER_048,4
USER_023,USER_049,11
USER_023,USER_050,1
USER_023,USER_051,98
USER_023,USER_052,1
USER_023,USER_053,48
USER_023,USER_054,99
USER_023,USER_055,1
USER_023,USER_056,3
USER_023,USER_057,2
USER_023,USER_058,0
USER_023,USER_059,4
USER_023,USER_060,0
USER_023,USER_061,1
USER_023,USER_062,89
USER_023,USER_063,15
USER_023,USER_064,1
USER_023,USER_065,8
USER_023,USER_066,92
USER_023,USER_067,3
USER_023,USER_068,46
USER_023,USER_069,95
USER_023,USER_070,0
USER_023,USER_071,96
USER_023,USER_072,92
USER_023,USER_073,96
USER_023,USER_074,29
USER_023,USER_075,62
USER_023,USER_076,6
USER_023,USER_077,99
USER_023,USER_078,12
USER_023,USER_079,12
USER_023,USER_080,93
USER_023,USER_081,65
USER_023,USER_082,51
USER_023,USER_083,1
USER_023,USER_084,6
USER_023,USER_085,81
USER_023,USER_086,98
USER_023,USER_087,2
USER_023,USER_088,67
USER_023,USER_089,1
USER_023,USER_090,3
USER_023,USER_091,55
USER_023,USER_092,38
USER_023,USER_093,1
USER_023,USER_094,86
USER_023,USER_095,0
USER_023,USER_096,9
USER_023,USER_097,88
USER_023,USER_098,0
USER_023,USER_099,5
USER_023,USER_100,0
USER_024,USER_025,39
USER_024,USER_026,1
USER_024,USER_027,1
USER_024,USER_028,46
USER_024,USER_029,0
USER_024,USER_030,1
USER_024,USER_031,2
USER_024,USER_032,0
USER_024,USER_033,1
USER_024,USER_034,0
USER_024,USER_035,77
USER_024,USER_036,62
USER_024,USER_037,93
USER_024,USER_038,24
USER_024,USER_039,3
USER_024,USER_040,1
USER_024,USER_041,52
USER_024,USER_042,3
USER_024,USER_043,11
USER_024,USER_044,2
USER_024,USER_045,28
USER_024,USER_046,99
USER_024,USER_047,1
USER_024,USER_048,18
USER_024,USER_049,72
USER_024,USER_050,25
USER_024,USER_051,0
USER_024,USER_052,99
USER_024,USER_053,6
USER_024,USER_054,0
USER_024,USER_055,98
USER_024,USER_056,14
USER_024,USER_057,11
USER_024,USER_058,92
USER_024,USER_059,1
USER_024,USER_060,57
USER_024,USER_061,71
USER_024,USER_062,0
USER_024,USER_063,94
USER_024,USER_064,1
USER_024,USER_065,45
USER_024,USER_066,1
USER_024,USER_067,70
USER_024,USER_068,31
USER_024,USER_069,16
USER_024,USER_070,3
USER_024,USER_071,1
USER_024,USER_072,1
USER_024,USER_073,0
USER_024,USER_074,3
USER_024,USER_075,21
USER_024,USER_076,47
USER_024,USER_077,1
USER_024,USER_078,4
USER_024,USER_079,68
USER_024,USER_080,1
USER_024,USER_081,1
USER_024,USER_082,9
USER_024,USER_083,95
USER_024,USER_084,55
USER_024,USER_085,10
USER_024,USER_086,6
USER_024,USER_087,50
USER_024,USER_088,1
USER_024,USER_089,92
USER_024,USER_090,2
USER_024,USER_091,0
USER_024,USER_092,2
USER_024,USER_093,99
USER_024,USER_094,0
USER_024,USER_095,92
USER_024,USER_096,30
USER_024,USER_097,2
USER_024,USER_098,99
USER_024,USER_099,66
USER_024,USER_100,52
USER_025,USER_026,38
USER_025,USER_027,23
USER_025,USER_028,98
USER_025,USER_029,14
USER_025,USER_030,4
USER_025,USER_031,3
USER_025,USER_032,5
USER_025,USER_033,2
USER_025,USER_034,54
USER_025,USER_035,44
USER_025,USER_036,1
USER_025,USER_037,93
USER_025,USER_038,92
USER_025,USER_039,11
USER_025,USER_040,73
USER_025,USER_041,90
USER_025,USER_042,4
USER_025,USER_043,1
USER_025,USER_044,1
USER_025,USER_045,96
USER_025,USER_046,28
USER_025,USER_047,93
USER_025,USER_048,99
USER_025,USER_049,80
USER_025,USER_050,93
USER_025,USER_051,5
USER_025,USER_052,69
USER_025,USER_053,96
USER_025,USER_054,3
USER_025,USER_055,72
USER_025,USER_056,96
USER_025,USER_057,1
USER_025,USER_058,99
USER_025,USER_059,87
USER_025,USER_060,86
USER_025,USER_061,98
USER_025,USER_062,33
USER_025,USER_063,91
USER_025,USER_064,88
USER_025,USER_065,99
USER_025,USER_066,26
USER_025,USER_067,96
USER_025,USER_068,95
USER_025,USER_069,1
USER_025,USER_070,0
USER_025,USER_071,86
USER_025,USER_072,6
USER_025,USER_073,8
USER_025,USER_074,18
USER_025,USER_075,85
USER_025,USER_076,99
USER_025,USER_077,40
USER_025,USER_078,98
USER_025,USER_079,97
USER_025,USER_080,4
USER_025,USER_081,24
USER_025,USER_082,98
USER_025,USER_083,90
USER_025,USER_084,89
USER_025,USER_085,3
USER_025,USER_086,0
USER_025,USER_087,93
USER_025,USER_088,81
USER_025,USER_089,96
USER_025,USER_090,98
USER_025,USER_091,24
USER_025,USER_092,15
USER_025,USER_093,64
USER_025,USER_094,51
USER_025,USER_095,47
USER_025,USER_096,99
USER_025,USER_097,11
USER_025,USER_098,96
USER_025,USER_099,99
USER_025,USER_100,74
USER_026,USER_027,89
USER_026,USER_028,5
USER_026,USER_029,95
USER_026,USER_030,90
USER_026,USER_031,77
USER_026,USER_032,94
USER_026,USER_033,27
USER_026,USER_034,99
USER_026,USER_035,0
USER_026,USER_036,53
USER_026,USER_037,0
USER_026,USER_038,17
USER_026,USER_039,97
USER_026,USER_040,98
USER_026,USER_041,1
USER_026,USER_042,32
USER_026,USER_043,32
USER_026,USER_044,22
USER_026,USER_045,4
USER_026,USER_046,1
USER_026,USER_047,3
USER_026,USER_048,63
USER_026,USER_049,0
USER_026,USER_050,1
USER_026,USER_051,84
USER_026,USER_052,0
USER_026,USER_053,4
USER_026,USER_054,82
USER_026,USER_055,0
USER_026,USER_056,2
USER_026,USER_057,17
USER_026,USER_058,26
USER_026,USER_059,1
USER_026,USER_060,0
USER_026,USER_061,8
USER_026,USER_062,97
USER_026,USER_063,10
USER_026,USER_064,2
USER_026,USER_065,8
USER_026,USER_066,87
USER_026,USER_067,45
USER_026,USER_068,9
USER_026,USER_069,20
USER_026,USER_070,37
USER_026,USER_071,97
USER_026,USER_072,90
USER_026,USER_073,96
USER_026,USER_074,82
USER_026,USER_075,9
USER_026,USER_076,11
USER_026,USER_077,87
USER_026,USER_078,1
USER_026,USER_079,4
USER_026,USER_080,30
USER_026,USER_081,89
USER_026,USER_082,5
USER_026,USER_083,1
USER_026,USER_084,0
USER_026,USER_085,70
USER_026,USER_086,35
USER_026,USER_087,2
USER_026,USER_088,99
USER_026,USER_089,1
USER_026,USER_090,3
USER_026,USER_091,93
USER_026,USER_092,81
USER_026,USER_093,0
USER_026,USER_094,97
USER_026,USER_095,1
USER_026,USER_096,2
USER_026,USER_097,97
USER_026,USER_098,1
USER_026,USER_099,12
USER_026,USER_100,0
USER_027,USER_028,82
USER_027,USER_029,90
USER_027,USER_030,92
USER_027,USER_031,29
USER_027,USER_032,97
USER_027,USER_033,74
USER_027,USER_034,93
USER_027,USER_035,2
USER_027,USER_036,30
USER_027,USER_037,2
USER_027,USER_038,3
USER_027,USER_039,95
USER_027,USER_040,98
USER_027,USER_041,4
USER_027,USER_042,90
USER_027,USER_043,84
USER_027,USER_044,68
USER_027,USER_045,15
USER_027,USER_046,1
USER_027,USER_047,1
USER_027,USER_048,3
USER_027,USER_049,3
USER_027,USER_050,4
USER_027,USER_051,93
USER_027,USER_052,1
USER_027,USER_053,70
USER_027,USER_054,87
USER_027,USER_055,0
USER_027,USER_056,60
USER_027,USER_057,51
USER_027,USER_058,2
USER_027,USER_059,20
USER_027,USER_060,8
USER_027,USER_061,3
USER_027,USER_062,97
USER_027,USER_063,9
USER_027,USER_064,1
USER_027,USER_065,66
USER_027,USER_066,100
USER_027,USER_067,3
USER_027,USER_068,2
USER_027,USER_069,32
USER_027,USER_070,11
USER_027,USER_071,96
USER_027,USER_072,99
USER_027,USER_073,64
USER_027,USER_074,93
USER_027,USER_075,12
USER_027,USER_076,80
USER_027,USER_077,99
USER_027,USER_078,4
USER_027,USER_079,2
USER_027,USER_080,61
USER_027,USER_081,74
USER_027,USER_082,32
USER_027,USER_083,17
USER_027,USER_084,1
USER_027,USER_085,69
USER_027,USER_086,25
USER_027,USER_087,60
USER_027,USER_088,97
USER_027,USER_089,3
USER_027,USER_090,2
USER_027,USER_091,93
USER_027,USER_092,83
USER_027,USER_093,1
USER_027,USER_094,97
USER_027,USER_095,1
USER_027,USER_096,32
USER_027,USER_097,95
USER_027,USER_098,1
USER_027,USER_099,79
USER_027,USER_100,0
USER_028,USER_029,4
USER_028,USER_030,9
USER_028,USER_031,1
USER_028,USER_032,4
USER_028,USER_033,14
USER_028,USER_034,44
USER_028,USER_035,81
